tag,x,y,direction,x_variance,y_variance,xy_covariance
blue,17.95122626235897,-4.113242777666811,0.0,0.1,0.1,0
big_orange,7.2586484107064235,-2.526845436308498,0.0,0.1,0.1,0
yellow,10.428884354383172,-4.3872016031827545,0.0,0.1,0.1,0
yellow,12.58577871548571,-5.74366975145293,0.0,0.1,0.1,0
big_orange,3.695649758114858,-3.0016120956293157,0.0,0.1,0.1,0
yellow,9.827710278368299,-10.918242951168189,0.0,0.1,0.1,0
yellow,2.936654350018122,-4.179658137824395,0.0,0.1,0.1,0
blue,4.878851902484176,-14.67501103281469,0.0,0.1,0.1,0
yellow,3.096449269300433,-9.23535224473557,0.0,0.1,0.1,0
big_orange,4.137695722111109,2.4842471779316875,0.0,0.1,0.1,0
big_orange,6.9685558875529985,2.031150323536128,0.0,0.1,0.1,0
blue,10.064241186957819,1.0430181184708314,0.0,0.1,0.1,0
blue,12.853443507102199,-0.4705418510456606,0.0,0.1,0.1,0
blue,15.720677683058774,-2.265062242100158,0.0,0.1,0.1,0
yellow,12.412915406340074,-10.585997025549599,0.0,0.1,0.1,0
blue,12.423885144545343,-15.473498848795645,0.0,0.1,0.1,0
yellow,10.212068823996317,-11.100090127511953,0.0,0.1,0.1,0
blue,7.66648429824481,-15.498641205949644,0.0,0.1,0.1,0
blue,14.52313256680315,-14.620864821266187,0.0,0.1,0.1,0
yellow,13.540034678395726,-8.488091772107184,0.0,0.1,0.1,0
blue,16.467971423968923,-13.792150677115727,0.0,0.1,0.1,0
blue,17.829814277701203,-12.661057524946559,0.0,0.1,0.1,0
blue,19.221104881517125,-6.622128592781888,0.0,0.1,0.1,0
blue,19.48967002667506,-8.865824738669993,0.0,0.1,0.1,0
blue,18.809446417543096,-11.454983026441656,0.0,0.1,0.1,0
yellow,7.808452805723848,-11.324288013350456,0.0,0.1,0.1,0
blue,1.9489150724644169,-13.523916060604272,0.0,0.1,0.1,0
yellow,5.289574991957227,-10.29294527777167,0.0,0.1,0.1,0
blue,-3.3486020079019627,-13.178729891647057,0.0,0.1,0.1,0
blue,-0.8312040179123011,-12.916367580050544,0.0,0.1,0.1,0
yellow,-5.928785801998696,-7.236604268537305,0.0,0.1,0.1,0
yellow,-0.794992667797852,-8.498893271083453,0.0,0.1,0.1,0
yellow,-6.035353212295006,-5.174599768020108,0.0,0.1,0.1,0
blue,-8.551298380542729,-11.371689764133444,0.0,0.1,0.1,0
yellow,-2.914873016445196,-8.133717222482534,0.0,0.1,0.1,0
yellow,-4.57240285092701,-2.5146756431470005,0.0,0.1,0.1,0
blue,-7.985548337070909,0.9461202242214204,0.0,0.1,0.1,0
blue,-1.2319167817017775,3.3590295293265964,0.0,0.1,0.1,0
blue,-5.185288432564803,2.7596524929915804,0.0,0.1,0.1,0
blue,-6.5731512657490745,-12.59190913702255,0.0,0.1,0.1,0
blue,-11.457188782751922,-3.890519192987094,0.0,0.1,0.1,0
blue,-10.439707087183388,-1.3892463843974812,0.0,0.1,0.1,0
blue,-11.308458338438713,-7.347173380315581,0.0,0.1,0.1,0
blue,2.0388905811759632,3.0653774407641246,0.0,0.1,0.1,0
big_orange,1.245654153749532,-2.113569689030012,0.0,0.1,0.1,0
blue,10.294603361083787,-16.19669234409406,0.0,0.1,0.1,0
yellow,1.395357091244708,-8.56801966670588,0.0,0.1,0.1,0
yellow,-2.0136741746181195,-1.71447429174616,0.0,0.1,0.1,0
car_start,0.0,0.0,0.0,0.0,0.0,0.0
