tag,x,y,direction,x_variance,y_variance,xy_covariance
yellow,11.468472458131686,-0.9360001125060363,0.0,0.1,0.1,0
big_orange,7.905532587261057,-1.0694545388030305,0.0,0.1,0.1,0
big_orange,4.257676399974418,-1.2694734643626397,0.0,0.1,0.1,0
yellow,16.06780649064805,-10.854725752244018,0.0,0.1,0.1,0
yellow,10.0406176654997,-10.584643051871108,0.0,0.1,0.1,0
yellow,7.877011261774623,-12.124812092269305,0.0,0.1,0.1,0
blue,8.887313479968094,-16.183617006526468,0.0,0.1,0.1,0
big_orange,3.7317812660231446,2.2237115741108457,0.0,0.1,0.1,0
big_orange,7.657721175730245,2.2378548205586704,0.0,0.1,0.1,0
blue,11.355381936956617,-15.078430863667466,0.0,0.1,0.1,0
yellow,6.015898331258474,-13.270254208779294,0.0,0.1,0.1,0
yellow,14.84107438078909,-0.3431466819815326,0.0,0.1,0.1,0
yellow,18.28084439003365,-11.65220775612483,0.0,0.1,0.1,0
blue,6.129761087675673,-18.71671183658031,0.0,0.1,0.1,0
blue,10.97108972454437,2.540551507268548,0.0,0.1,0.1,0
yellow,19.105007357788264,0.01741581759782284,0.0,0.1,0.1,0
yellow,13.22732663367704,-10.578139932920129,0.0,0.1,0.1,0
blue,14.705757930120129,3.200382692569994,0.0,0.1,0.1,0
yellow,22.266810349987068,-0.6789893768652853,0.0,0.1,0.1,0
blue,19.224267913437018,-16.223076266818254,0.0,0.1,0.1,0
blue,13.555598803293863,-14.882089361770092,0.0,0.1,0.1,0
blue,18.46512911431677,3.611936681390391,0.0,0.1,0.1,0
yellow,20.898685675544815,-12.629036818324826,0.0,0.1,0.1,0
blue,23.91557182886033,3.8447500610152705,0.0,0.1,0.1,0
yellow,23.783046939684958,-13.672366428767674,0.0,0.1,0.1,0
blue,21.53205070095937,-17.365783738526847,0.0,0.1,0.1,0
yellow,26.422463395975644,-14.061234370496013,0.0,0.1,0.1,0
yellow,28.78607839688154,-13.202026810862785,0.0,0.1,0.1,0
yellow,25.051416835245366,-1.5405924617018223,0.0,0.1,0.1,0
blue,24.010217328592844,-18.458147981563787,0.0,0.1,0.1,0
yellow,28.80555090980613,-5.362886682323164,0.0,0.1,0.1,0
yellow,26.898777512295606,-3.2393641737358734,0.0,0.1,0.1,0
blue,30.302899561674526,-0.1520733119067148,0.0,0.1,0.1,0
yellow,30.204180485092028,-11.539629859715209,0.0,0.1,0.1,0
yellow,30.20334220799701,-8.793293920399233,0.0,0.1,0.1,0
blue,28.202054858865274,1.6908487523626712,0.0,0.1,0.1,0
blue,26.89986541691906,-18.73171205684963,0.0,0.1,0.1,0
blue,32.44616829553408,-3.8935095702744396,0.0,0.1,0.1,0
blue,34.488565067148585,-7.420996699019813,0.0,0.1,0.1,0
blue,30.893993117717656,-17.971382646359388,0.0,0.1,0.1,0
blue,33.51427802876749,-15.954001022219343,0.0,0.1,0.1,0
blue,34.334464677092946,-13.649916759117772,0.0,0.1,0.1,0
blue,34.764652698345984,-10.376504859684642,0.0,0.1,0.1,0
blue,16.752195360163245,-15.79402649685101,0.0,0.1,0.1,0
blue,15.371102133759388,-14.972401310864552,0.0,0.1,0.1,0
yellow,3.632719947367883,-15.149685328412486,0.0,0.1,0.1,0
yellow,1.2362219475216631,-16.44181942249454,0.0,0.1,0.1,0
blue,0.7479325607489322,-21.335229593444485,0.0,0.1,0.1,0
blue,3.38286758891689,-19.78099268128012,0.0,0.1,0.1,0
yellow,-1.5848912639562354,-17.29125779691395,0.0,0.1,0.1,0
blue,-1.2972460496698035,-22.875287201913828,0.0,0.1,0.1,0
blue,-4.582756564795467,-23.844052561747414,0.0,0.1,0.1,0
yellow,-12.976930503284645,-12.229239949555916,0.0,0.1,0.1,0
yellow,-10.478809117368606,-17.140375728705344,0.0,0.1,0.1,0
yellow,-12.565405132326593,-6.01423642306195,0.0,0.1,0.1,0
yellow,-12.075702885402983,-14.948970175902096,0.0,0.1,0.1,0
yellow,-11.292841495469418,-3.2866141472082613,0.0,0.1,0.1,0
yellow,-4.986604344829674,-18.953290048623067,0.0,0.1,0.1,0
yellow,-7.902698836064323,-18.727220525284107,0.0,0.1,0.1,0
blue,-8.87564627129861,-23.59748415390764,0.0,0.1,0.1,0
blue,-17.31221143829038,-4.100999614205691,0.0,0.1,0.1,0
blue,-17.166935666788472,-15.653699236050223,0.0,0.1,0.1,0
blue,-15.287665294782336,-18.63537345200825,0.0,0.1,0.1,0
yellow,-13.50331003621547,-8.946371676598947,0.0,0.1,0.1,0
blue,-18.97964032983754,-7.267119402834996,0.0,0.1,0.1,0
blue,-13.46889059902812,-20.746073927804503,0.0,0.1,0.1,0
blue,-18.684962461727324,-12.54920287759169,0.0,0.1,0.1,0
blue,-11.723341671996513,-22.1994189693695,0.0,0.1,0.1,0
blue,-19.102566912414304,-9.87990988065231,0.0,0.1,0.1,0
blue,-15.605626367242975,-1.0606907686041755,0.0,0.1,0.1,0
yellow,-8.429610437222193,-1.603955174348973,0.0,0.1,0.1,0
blue,-3.4498287180134732,2.3890296989523727,0.0,0.1,0.1,0
blue,-13.045736526819807,0.744502726286732,0.0,0.1,0.1,0
yellow,-3.3467374176215867,-1.405448413285591,0.0,0.1,0.1,0
blue,-8.97648601950662,2.1308191948487107,0.0,0.1,0.1,0
blue,0.6979783031949934,2.535245398878675,0.0,0.1,0.1,0
yellow,0.3853630953983769,-1.260936137647606,0.0,0.1,0.1,0
car_start,0.0,0.0,0.0,0.0,0.0,0.0
